"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Australia","AUS","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0814135558000255","0.0776076669651825","0.0767473417587685","0.067733092261173","0.0664833054447615","0.062994206878833","0.0621085794050603","0.0616366975023345","0.0593017135360309","0.0557355195743173","0.0545708685550017","0.05319955415311","0.0519490112866836","0.0502180114530041","0.0483876808238614","0.0483549470538201","0.0480960480548187","0.0492827412223473","0.0480788179102305","0.0481859959807023","0.0472325407924236","0.047871027231756","0.0436506627491232","0.0419450339685737","0.0414955766805535","0.0412888023224202","0.038765469359737","0.0394843966431077","","",
"Austria","AUT","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0845830747418506","0.0834573489496779","0.0813033103421754","0.082521285288423","0.0883734990848032","0.0872772790643228","0.0828799297176706","0.0736734467613362","0.0707095526069654","0.0689428063098557","0.069093451015702","0.0636776471016559","0.0611793843388655","0.0573749572890586","0.0496128861607907","0.0518032730660171","0.0497258094534657","0.0538356224881422","0.0533412900568646","0.0598567275236315","0.0575333551847268","0.0536241289450123","0.0504495393185916","0.0520099495732436","0.0505503162547423","0.0510203077980972","0.0476840281894552","0.046863879507645","","",
"Azerbaijan","AZE","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61295686461795","1.82147812625835","1.68811018884546","1.28880727698041","0.936299954700811","0.694433864982732","0.565992269646475","0.505553102687721","0.445992812418106","0.409055201494774","0.383853844319983","0.373192400381341","0.324891899216008","0.250709182260935","0.215988796413514","0.191162584549737","0.182380888130147","0.179105506749485","0.187066896925225","0.17859067038075","0.164373687896974","0.14673775883419","0.147055979651129","0.150554306970744","0.146701066824862","","",
"Burundi","BDI","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03382300352845","2.88215679413608","2.78122154140076","2.88782028726837","2.79932516345885","2.81623134661289","2.84147003172929","2.66114458682641","2.40671312172967","2.34899359883089","2.22778230900134","2.20669624874184","2.16278903762682","2.19527306894188","2.14702385665336","2.17107268401255","2.04699044950768","1.86714549980421","1.68328231647839","1.52916033961956","1.37428665172792","1.35388735289535","1.31111286909482","1.27530934467903","1.24790234791292","1.2897128459811","1.26963076773695","1.26111699367006","","",
"Belgium","BEL","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.100360780257541","0.0961213874393148","0.0949390450389826","0.0889595412233015","0.0865278118646028","0.0857118413723076","0.0814043229583461","0.0772075299114453","0.0728140613788052","0.0816773521688032","0.0737128107721323","0.0743176287592632","0.07063694278363","0.0719439045220243","0.067547456746204","0.0724712430074603","0.0654363185599948","0.0663084633477489","0.0655065557457616","0.0689646177968605","0.0654104633714838","0.0649513922398082","0.0626821327463438","0.0602224860672086","0.0563398037421203","0.0580749853475854","0.0532854610030623","0.0541240540211955","","",
"Benin","BEN","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69281266752348","3.5142362116044","3.46649994139091","3.16743491574127","3.02770757706402","2.73820082838205","2.51792670822374","2.29166448674322","2.11729555396186","1.97160056041251","1.87048428981502","1.80790362594776","1.79034586908891","1.74304626177928","1.68829772881511","1.61912764006486","1.54942567932296","1.45291586474079","1.38076000131507","1.37007006546903","1.3662099964178","1.35728791662263","1.36525221727652","1.28956922753184","1.19771839117368","1.19491202850528","1.12134238418985","1.04876915656298","","",
"Burkina Faso","BFA","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.80764688813445","3.52220137370333","3.4791418198127","3.35391024489868","3.27847864054002","3.05683581990065","2.70624126963082","2.595216301427","2.46295660554425","2.42157822633845","2.59625869976521","2.55015774398049","2.60545589427502","2.48507574517452","2.41485394967553","2.29906750130848","2.21797432502329","2.06547320596934","1.98751236840336","1.96426742111097","1.93779292365195","1.87016853928494","1.80370029859055","1.68348640966729","1.67244801031497","1.70142421071021","1.68891340393834","1.60024761645389","","",
"Bangladesh","BGD","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9780410015449","2.74654959008857","2.61383251277758","2.4113737271659","2.2423896040891","2.09678303308482","1.97317137150297","1.85159463415374","1.72225022761921","1.62514736170423","1.54461409524897","1.4751803328546","1.41050079696645","1.34473395591437","1.27384067081747","1.18854665089911","1.09760301501156","1.02925791602534","0.952882160677055","0.893986830504778","0.850675082536801","0.800453760943238","0.740599479199957","0.695295893015088","0.662113401204617","0.611560697367356","0.570108502444128","0.534944991368882","","",
"Bulgaria","BGR","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.403997715230096","0.418652798123309","0.397602287889131","0.384105409751951","0.379247067632107","0.349748028031144","0.324609322507693","0.331221960931344","0.287936900117357","0.284849690962703","0.264016964024723","0.250021439528844","0.245675869423951","0.259011263005442","0.250615746798149","0.241316328474432","0.252145225879284","0.250295021145153","0.242003132135678","0.238581824793037","0.223881913488891","0.221106776499779","0.208996206371514","0.218195021935113","0.237172184523934","0.232774258862027","0.222371624852367","0.227599935446409","","",
"Bahrain","BHR","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.302921499599366","0.224648478112374","0.227650057564882","0.221091006995493","0.228781555658712","0.225378539671099","0.219798420981572","0.227195212234515","","","0.19510963073524","0.194294130984864","","0.168326807040004","0.15489269684968","0.135491456833304","0.115800262968903","0.106014544345055","0.0973322596663663","0.102026497394089","0.099709038216353","0.103454367850096","0.106035585979289","0.104128861440972","0.107575430509966","0.10040960106258","0.106050764802014","0.108125143589473","","",
"Bahamas, The","BHS","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.198169683414839","0.19782029135503","0.199709637377783","0.19390163992638","0.159305792970526","0.141074238377806","0.173709226737797","0.166377241878467","0.151662607616424","0.142024906609539","0.142223223752775","0.139625602764437","0.143772421765937","0.142402649368797","0.138723010496559","0.140166100542112","0.140695713103502","0.141692199763916","0.150582266853598","0.149675618352984","0.150520939544647","0.139327507863301","0.141749474246252","0.143191646969071","0.144766863504022","0.144854556059158","0.141807162851134","","",
"Bosnia and Herzegovina","BIH","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.511908168794814","0.444347830912411","0.286533303734869","0.247390760593036","0.18306418607473","0.219528105178139","0.260947031845324","0.2798704363349","0.289043163155686","0.289503399867","0.282238437199061","0.286868511371269","0.286767299058494","0.296058321660369","0.270101019917474","0.279537238392475","0.280407366944105","0.284753734257093","0.280154239119583","0.275975467997209","0.272175443240812","0.26422812121812","0.267191243159891","0.254696224284281","","",
"Belarus","BLR","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.210759280704043","0.207602244774468","0.234412395616869","0.298859318195787","0.338375500818741","0.38153998848799","0.360917822202519","0.319463310416473","0.286445612849578","0.287368029477154","0.266679284110557","0.284347789337089","0.30188145834185","0.281792829994445","0.262844951056229","0.263473283365112","0.245917869024186","0.2261858474005","0.221349985067101","0.240618323925782","0.244430600223324","0.240167990944968","0.20021975226203","0.193029661697861","0.180946807431162","0.17518865953268","0.170118135805124","0.164504655361327","","",
"Belize","BLZ","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.726769831778429","0.651146311878251","0.57339903735923","0.528257492177331","0.522868754079108","0.527187133862142","0.541691057975283","0.539626457440384","0.545649405044159","0.515734989008338","0.460110969436264","0.451990360794855","0.427713450210547","0.399025179199479","0.385353796444028","0.36516877058313","0.35229483315052","0.351773828263984","0.332535045934776","0.31350930575911","0.314494155040009","0.299936903016577","0.289528157627411","0.283154122790713","0.261376965235213","0.249004206118855","0.25746628045836","0.262165082369495","","",
"Bermuda","BMU","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07563164971966","1.93335742123724","1.81639702410301","1.69353473462042","1.55082905882968","1.43368469770171","1.31925456565214","1.21370344750503","1.08619933228183","1.03851104908913","0.976238111336447","0.923769271619864","0.861997102414987","0.815652956623557","0.747593692903409","0.663176719023411","0.579801021116109","0.526273231827317","0.460564696762344","0.422967484176784","0.386013722585529","0.352041237405146","0.325814059670675","0.307608050624313","0.276921115966264","0.25158558485793","0.238136317498785","0.240051329640279","","",
"Brazil","BRA","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.557017625852394","0.50775374980646","0.503135345498548","0.478180082189213","0.438051151389575","0.394483957294461","0.378787434101461","0.35161916478177","0.336861836369369","0.326107336587957","0.288274658453521","0.273103105461359","0.251306644046928","0.236239799268782","0.212235375515129","0.195577123009107","0.188850815231181","0.173770739000266","0.17139561868139","0.175329110298399","0.163993516286767","0.158610174666491","0.157137977966325","0.150758975296193","0.147454960485096","0.150165427972483","0.15034966067018","0.151229859756138","","",
"Barbados","BRB","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.278741413278409","0.286774562602194","0.285684953516619","0.266728629394636","0.24691762082622","0.241141913994297","0.207595253513451","0.205588931594473","0.201351418355142","0.20257112721938","0.198578293923701","0.205000099597587","0.215634071975243","0.224423859906538","0.217675796377674","0.21699423314519","0.221066249995615","0.222026867449217","0.23229464503423","0.245962779848577","0.237594006201309","0.251605833166392","0.230525921315286","0.247776016265434","0.229571790270191","0.242271629522878","0.252898597152565","0.253018482244315","","",
"Brunei Darussalam","BRN","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10875822970063","0.105274232157286","0.0957784955725753","0.0912829724366848","0.0845444980111828","0.0767809846973575","0.0728156444932322","0.0721506152919178","0.0713174968136651","0.068481034824857","0.0644386142286232","0.0616608796751362","0.0610983576151448","0.0607490215042563","0.0606058236556679","0.0604248526975443","0.0588272954321796","0.0585934997518602","0.0595305462383438","0.0615919161203544","0.0617154315128029","0.0608722043759418","0.063385096604681","0.0570627421520931","0.0516383711521124","0.0530985500299282","0.0465197810206487","0.0464149666674053","","",
"Bhutan","BTN","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15900374766563","4.10384381037599","3.95687613833754","3.79010915997674","3.45230673048129","3.46296848290484","3.32152888415243","3.13298496161646","3.18372367286965","3.00857492720444","2.29591425864189","2.1821857942847","1.99668795893044","1.85154446590898","1.70839131429903","1.54029671365972","1.35468489915954","1.14802257292933","1.10134168400742","1.04723805764332","0.969943479593735","0.929849402033397","0.823023984255006","0.898189520998648","0.910044462499184","0.804142727416108","0.749566661770349","0.727211879330991","","",
"Botswana","BWA","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.574271954430668","0.495605495375981","0.459950195947016","0.428954198375921","0.451435383481784","0.391440174857157","0.373323932942739","0.318610781214675","0.291011807081823","0.279835302016499","0.26256546667587","0.248335695305235","0.267274429137792","0.249593224620777","0.241276052413811","0.225512188223489","0.211958836593867","0.187192652227761","0.178950079730847","0.184435077474826","0.176200908829971","0.170679864205423","0.171039434322406","0.170313308795471","0.169668339653407","0.172453448130767","0.167612078069194","0.164172954363583","","",
"Central African Republic","CAF","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14390287656005","1.15770999660175","1.20369672842911","1.20177257987989","1.15027514291311","1.04532973759679","1.0744844221717","1.00492606776339","0.9604549986521","0.924403912437276","0.93799320746932","0.903699722306076","0.890096621616928","0.940223454000852","0.888687400200683","0.882118426426127","0.820683197444603","0.740507417877975","0.704429078615312","0.659027966416764","0.60186965433629","0.584991047064974","0.560764069593885","0.823733963920494","0.766403528130015","0.716865798845372","0.644965648600769","0.57656306624248","","",
"Canada","CAN","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.088482082748713","0.0862035372585562","0.0843993191073142","0.080008055016308","0.0772319226203976","0.0713857595402159","0.0694616006247435","0.0667932427993513","0.0648317208367832","0.0617601224628174","0.0574728195546504","0.0576097223681921","0.0597067730805112","0.0626389186184042","0.0601114621033591","0.0592895142437535","0.0576129534568098","0.0582187880109261","0.0596898602948328","0.06230464681865","0.0601723746740046","0.0590389523418682","0.056893305748175","0.0550068675201457","0.0551210644266676","0.0541778022541368","0.0487429239714295","0.0476309978369452","","",
"Central Europe and the Baltics","CEB","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.141026127143878","0.141898647953345","0.129239130676715","0.123853995669474","0.120882550169283","0.107913351291351","0.0999568475352206","0.0958698524091354","0.0876349289215423","0.0835521848689261","0.0797029864672133","0.0794808073511377","0.0767905433926745","0.0779436798332955","0.0711097564651911","0.0643407837863066","0.0618338874838815","0.0646112674227975","0.0668217544768899","0.065040938563878","0.0566130444980231","0.0587622956752176","0.0559629448083567","0.0546767081588957","0.0522863419987823","0.0491970803082502","0.0464967602476697","0.0452459088605165","","",
"Channel Islands","CHI","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.235281429280127","0.201397881026038","0.175813612683809","0.167461315629023","0.165658432911388","0.161032142796936","0.156694010387136","0.147001229585308","0.146623477580796","0.14740637188932","0.136133125553322","0.137759927862096","0.129759560609492","0.132723835814227","0.126795953471071","0.122045060624023","0.121745199055298","0.117064007689133","0.110522883639214","0.11941150151615","0.119223973907924","0.118342312318227","0.112858803461855","0.110472084791581","0.107868207114682","0.107561069991221","0.108220394891635","0.112034394582708","","",
"China","CHN","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0188802627761","0.952762793476878","0.854964700837726","0.762947798650358","0.685854491480691","0.669146179459551","0.648319731459291","0.623267883186404","0.605431352630382","0.573894554336784","0.530687578804645","0.486922896725603","0.443083263749588","0.403868274870918","0.377429320157786","0.350273159573939","0.31610560771115","0.288961195145332","0.279546975192631","0.278926585416264","0.273696953792822","0.274372376472328","0.272711362486791","0.281006402204602","0.283245406312377","0.294143146996987","0.286573733778921","0.278834266793577","","",
"Cote d'Ivoire","CIV","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78705667048659","2.78667236473569","2.7795651937037","2.78746186929208","2.57922558486602","2.27331008731979","1.96092067872762","1.74132119876569","1.55704792568616","1.54780458810141","1.67632273419345","1.65948533793413","1.66132501715294","1.68165032258661","1.5507827786947","1.39835326345222","1.39443237854632","1.34784149764692","1.26932909186322","1.2136541323836","1.17577213536259","1.23220607556217","1.17461551023019","1.1404237911014","1.03178510945244","0.973171513689853","0.878982040271886","0.846523302789068","","",
"Cameroon","CMR","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84565076653299","1.91322291815704","1.9348119656861","2.04261938186067","1.97304334903848","1.79076092143235","1.65695581404988","1.54314106970381","1.44793534439615","1.39064282219979","1.39695121967476","1.35520336126914","1.33964197855677","1.259559348757","1.17303240472799","1.16985089816707","1.13921294590722","1.10487451512749","1.07620398934425","1.06468035304782","1.05406611952114","1.01799385086759","0.990056454500376","0.92993615483451","0.850416662216495","0.826176190081633","0.799976628141931","0.765302531501004","","",
"Congo, Dem. Rep.","COD","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.58252837155292","4.21081809791732","3.52485578221694","3.51378967010976","3.52856610512665","3.73328565703065","3.62102968285036","3.64810579469435","3.29920890947045","2.97213632119752","2.67972261956951","2.5039521941362","2.34074024915262","2.22149972517565","2.21093488443452","2.16608573083478","2.09556422974993","2.07616206790639","2.03769534797647","2.00754013961633","1.90058753292617","1.83110361628782","1.70624512722396","1.65504457380252","","",
"Congo, Rep.","COG","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0431261656601","2.95182740132944","2.70104264579177","2.8146776617928","2.84383763989344","3.90336495421277","3.60732377321464","2.57497403925166","2.37874721856964","2.65233581188392","2.26962656470429","2.08454834266816","1.8898767530923","1.80323988102883","1.86385400763104","1.78339497693176","1.62049316602776","1.50191228938675","1.26726886838076","1.15761874480646","0.999933108869478","0.965646051029454","0.905505854423575","0.863480293118604","0.766101048949325","0.615489212389227","0.67323172222654","0.706834133626248","","",
"Colombia","COL","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3401351215751","0.343273316985028","0.33054952658934","0.306332480405505","0.290006563748924","0.279016278543033","0.282843697994968","0.272442604245422","0.26887659431014","0.276242657137921","0.262090557930426","0.250426478782536","0.251349975901737","0.228145885979973","0.207546938839781","0.186681303002845","0.176315013202039","0.16075923264671","0.159327722148452","0.16783960763694","0.159058420696433","0.143518747111461","0.133055937055424","0.121346386827758","0.115170810130384","0.111675784506867","0.110377858461492","0.11277292703155","","",
"Comoros","COM","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46196592497716","4.44577972452572","3.98854747824883","3.83904618513299","3.93697060665739","3.63318999924466","3.50497642871675","3.20343605219384","2.97608315597275","2.79279878315402","2.39483480908434","2.29190732218816","2.18414438709925","2.06026285492584","1.93881574902891","1.77318239645069","1.64784511245168","1.53496916102882","1.43394517283362","1.32183238294759","1.22671705943169","1.14184085833944","1.08261901389771","0.986988155136616","0.94609593005225","0.902150071447431","0.848972505324816","0.808349217411372","","",
"Cabo Verde","CPV","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.911892771925309","0.859112195494068","0.779281624321849","0.738896444412126","0.658760454328344","0.623954447033194","0.644837695372915","0.631003842830668","0.591161292788324","0.566857820327305","0.503934950918343","0.489560544377142","0.469138316418353","0.430533927070572","0.375530185152966","0.340631853221505","0.315796638844197","0.267932298828259","0.254740366501484","0.257758911522449","0.26532445721754","0.259447133386598","0.26524821183239","0.25328545187857","0.252764137010698","0.25085229677898","0.23046239954713","0.221175618759415","","",
"Costa Rica","CRI","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.230070701679604","0.206132198404566","0.179778288549851","0.171535784917374","0.175004898243429","0.185302770293057","0.168624196435041","0.173593794889049","0.162369015340332","0.163405313076914","0.137395280344072","0.136314332372688","0.131182597323307","0.122303845626471","0.121060015704829","0.11675460923008","0.109835043451868","0.0944581696345147","0.0931114451493967","0.0920274628159844","0.104548686656397","0.0974983062026854","0.106013418593838","0.104563561848085","0.101779836643488","0.103627419151102","0.0972544664896837","0.104430749621415","","",
"Caribbean small states","CSS","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.229143469454387","0.240645806873374","0.257482723013218","0.286561804557949","0.27629229807424","0.244986710314037","0.212556455585055","0.204747928854322","0.210820604579433","0.19865263043586","0.181534502813499","0.175024673088943","0.163146209892237","0.154774640287574","0.144246255505588","0.133872474987664","0.117959674844027","0.115333730778351","0.116868838893992","0.127036209493054","0.125180277090609","0.120060505399035","0.121932416556528","0.122377618409442","0.121260011489303","0.12290429585866","","","","",
"Curacao","CUW","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
