Period;City;Quality of Life Index;Purchasing Power Index;Safety Index;Health Care Index;Cost of Living Index;Property Price to Income Ratio;Traffic Commute Time Index;Pollution Index;Climate Index
2019;Ljubljana, Slovenia;171,22;72,81;77,24;63,55;54,94;13,38;25,4;24,13;77,14
2019;Islamabad, Pakistan;143,6;46,21;67,12;64,1;23,14;9,45;30,88;48,8;76,91
2019;Skopje, Macedonia;105,46;40,38;55,19;58,89;34,38;14,65;28,22;82,62;76,3
2019;Sofia, Bulgaria;127,34;61,3;55,71;54,15;40,17;8,87;30,16;66,1;76,01
2019;Munich, Germany;188,48;110,33;83,02;80,66;73,37;16,11;33,16;22,08;75,98
2019;Bucharest, Romania;120,77;57,53;72,26;53,69;39,6;11,08;41,53;73,87;75,61
2019;Gdansk, Poland;164,78;72,35;68,23;60,51;41,65;10,35;28,17;28,58;75,51
2019;Kansas City, MO, United States;185,36;135,13;39,77;75,25;68,81;2,08;24,54;33,71;75,08
2019;Saint Louis, MO, United States;180,96;137,4;32,84;79,39;66,77;2,38;27,5;36,42;74,75
2019;Riga, Latvia;143,82;55,47;62,62;58,3;50,37;9,84;32,69;40,01;74,7
2019;Warsaw, Poland;144,58;73,97;73,41;62,64;42,64;12,14;36,31;55,62;74,61
2019;Cluj-Napoca, Romania;155,06;54,22;78,84;65,44;37,81;13,49;27,2;39,21;74,35
2019;Pune, India;127,65;74,97;62,09;68,18;27,4;11,37;43,05;74,69;74,32
2019;Krakow (Cracow), Poland;134,79;69,33;71,16;62,38;40,43;11,75;30,69;70,43;73,86
2019;Hyderabad, India;128,79;67,71;65,08;67,46;24;7,7;41,96;76,88;73,54
2019;Cincinnati, OH, United States;178,51;126,99;48,93;68,5;63,48;2,4;26,61;39,77;73,24
2019;Iasi, Romania;134,81;53,58;74,56;57,98;36,08;10,84;33,44;60,41;73,04
2019;Tucson, AZ, United States;175,03;115,99;48,47;59,18;67,99;2,62;32,16;27;72,66
2019;Pittsburgh, PA, United States;171,14;109,13;63,99;74,87;74,79;2,21;39,5;43,59;72,13
2019;Boston, MA, United States;181,01;121,89;66,79;75,6;82,68;8,48;43,36;25,29;71,73
2019;Mumbai, India;74,73;54,4;57,24;67,85;29,03;39,27;57,25;83,72;71,48
2019;Karachi, Pakistan;82,06;33,2;41,57;58,7;21,58;16,85;39,12;91,04;71,32
2019;Columbus, OH, United States;195,88;127,33;57,64;75,28;65,79;2,31;25,21;24,37;71,29
2019;Dhaka, Bangladesh;60,46;38,45;32,91;37,92;33,91;13,23;63,25;93,08;71,29
2019;San Juan, Puerto Rico;141,26;101,61;30,44;60,33;66,46;3,78;38,42;49,28;71,25
2019;Tehran, Iran;75,3;34,47;45,99;51,52;39,63;19,22;53,51;83,72;70,99
2019;Kiev, Ukraine;104,51;39;52;53,86;30,27;14,28;39,66;67,21;69,95
2019;Indianapolis, IN, United States;166,91;116,83;44,83;68,96;67,05;2,26;30,83;43,11;69,92
2019;Stockholm, Sweden;166,45;104;52,82;68,13;78,75;14,42;37,16;16,73;69,67
2019;Lviv, Ukraine;115,36;31,68;61,56;56,27;26,93;16,02;35,69;55,88;69,61
2019;Dnipro, Ukraine;94,31;34,84;44,94;48,71;28,72;11,14;32,25;81,93;69,52
2019;Reykjavik, Iceland;190,37;93,11;79,29;67,66;102,2;6,45;20,04;14,73;68,81
2019;Seoul, South Korea;146,19;96,41;65,51;84,01;82,78;20,67;42,15;47,26;68,39
2019;Panama City, Panama;112,69;41,08;54,3;59,51;54,57;11,73;35,97;63,2;67,84
2019;Lahore, Pakistan;98,49;36,38;57,94;64,8;23,54;17,97;41,24;78,78;67,56
2019;Muscat, Oman;168,09;88,69;75,47;58,96;48,92;10,54;18,61;39,54;67,22
2019;Spokane, WA, United States;185,17;121,07;49,35;59,86;65,35;3,18;24,17;18,67;67,12
2019;Albuquerque, NM, United States;178,03;122,06;31,37;72,22;64,2;3,05;26,44;22,54;67,06
2019;Mangalore, India;167,93;69,57;74,58;78,31;23,25;14,16;32,2;27,21;66,65
2019;Vilnius, Lithuania;158,85;60,43;70,82;66,75;48,26;13,24;28,37;26,05;66,59
2019;Salt Lake City, UT, United States;179,53;144,68;74,8;70,19;63,38;3,63;34,72;58;66,52
2019;Jeddah (Jiddah), Saudi Arabia;143,15;102,74;61,98;55,97;49,58;3,33;33,2;72,73;66,17
2019;Chicago, IL, United States;161,24;133,36;35,36;68,37;77,75;3,54;40,99;41,03;66,11
2019;Detroit, MI, United States;133,44;100,19;28,16;63,75;60,04;1,72;47,43;55,17;66,03
2019;Toronto, Canada;151,16;87,38;64,37;74,84;80,68;13,07;42,53;37,94;65,35
2019;Kharkiv, Ukraine;101,99;30,83;55,42;44,49;27,34;13,38;38,09;63,71;65,35
2019;Minsk, Belarus;143,39;45,98;77,01;60,11;33,4;14,1;28,62;40,88;64,37
2019;Manama, Bahrain;145,76;70,89;74,51;64,37;55,95;8,25;29,71;57,5;64,31
2019;Tallinn, Estonia;175,51;75,29;79,48;70,65;52,8;9,65;28,56;22,23;64,28
2019;Jakarta, Indonesia;71,32;27,5;46,62;58,95;41,52;21,24;55,91;81,71;63,76
2019;Ho Chi Minh City, Vietnam;72,64;29,87;43,78;55,48;38,39;22,92;31,29;93,21;63,44
2019;Yerevan, Armenia;122,13;33,68;77,63;47,89;32,63;14,98;27,88;57,42;63,42
2019;Helsinki, Finland;186,4;105,32;77,42;73,93;78,33;12,39;32,08;13,01;62,79
2019;Manila, Philippines;67,42;38,84;40,57;60,47;38,92;19,72;56,44;91,75;61,23
2019;Hamilton, Canada;167,55;125,58;52,83;82,51;59,71;6,22;35,81;48,53;61,06
2019;Milwaukee, WI, United States;158,89;102,27;34,71;66,46;70,22;2,95;30,2;31,8;60,96
2019;Kolkata, India;93,42;55,02;49,31;58,51;24,72;11,03;61,06;79,37;60,9
2019;Lagos, Nigeria;51,31;14,44;35,78;53,02;34,84;17,23;73,88;84,24;60,75
2019;Saint Petersburg, Russia;111,59;52,08;60,11;58,67;37,22;14,17;48,54;61,22;60,64
2019;Oslo, Norway;166,49;100,91;61,61;73,43;101,9;10,91;33,48;24,32;59,99
2019;Gurgaon, India;118,57;104;38,66;72,34;30,85;7,78;39,37;91,06;59,87
2019;Kelowna, Canada;174,26;105,57;51,81;71,3;66,99;5,36;29,3;23,34;59,65
2019;Colombo, Sri Lanka;89,18;26,24;60,73;71,23;32,31;29,61;58,2;56,92;59,11
2019;Halifax, Canada;172,05;96,73;57,89;71,09;68,86;6,11;28,86;24,38;58,99
2019;Delhi, India;83,16;61,15;40,36;66,78;28;15,8;55,97;91,88;58,9
2019;Mississauga, Canada;178,41;121,14;56,41;68,16;65,05;8,23;30,81;22,41;58,72
2019;Davao, Philippines;102,71;23,17;71,25;71,86;34,82;31,84;27,61;61,99;58,57
2019;Bangkok, Thailand;93,8;41,15;54,25;78,52;55,25;22,94;45,92;73,85;58,39
2019;Almaty, Kazakhstan;87,69;40,18;27,18;51,1;30,19;12,42;30,57;76,69;58,3
2019;Beijing, China;65,11;70,73;47,21;63,29;43,71;45,3;45;88,71;57,64
2019;Singapore, Singapore;156,91;103,77;78,53;70,3;69,79;21,56;42,15;32,29;57,45
2019;Las Vegas, NV, United States;158,08;133,59;44,3;54,41;67,81;2,78;28,19;52,12;57,4
2019;Kuala Lumpur, Malaysia;110,13;76,11;32,98;65,01;41,81;11,41;40,09;69,03;56,55
2019;Denver, CO, United States;169,82;126,76;57,85;70,96;70,72;4,79;35,21;41,23;56,28
2019;Moscow, Russia;105,39;61,74;58,49;57,79;41,46;18,41;53,68;61,32;55,83
2019;Phoenix, AZ, United States;159,55;143,14;46,51;66,79;65,88;2,8;30,51;61,42;53,76
2019;Chennai, India;107,52;62,95;58,85;70,76;24,97;15,6;45,79;78,22;53,22
2019;Montreal, Canada;164,39;107,95;68,15;62,49;62,47;7,16;41,17;32;52,37
2019;Madison, WI, United States;204,36;136,4;72,41;79,58;63,48;3,3;23,88;20,78;51,64
2019;Dubai, United Arab Emirates;174,04;133,54;82,96;66,51;55,09;3,85;39,72;52,5;50,27
2019;Minneapolis, MN, United States;181,51;125,9;51,28;80,03;75,33;3,11;33,38;23,49;49,46
2019;Ahmedabad, India;119,59;59,11;63,27;68,7;24,06;8,27;39,48;73,76;49,27
2019;Quebec City, Canada;190,79;131,85;85,28;67,14;64,5;3,56;30,52;33,25;47,98
2019;Nizhny Novgorod, Russia;151,74;39,18;75,71;83,88;38,57;11,86;26,32;32,45;45,51
2019;Ottawa, Canada;194,97;130,21;75,58;74,58;65,19;4,82;32,53;17,93;44,46
2019;Riyadh, Saudi Arabia;150,49;113,49;70,52;64,25;49,42;3,18;30,13;71,23;44,45
2019;Abu Dhabi, United Arab Emirates;172,29;106,6;89,03;68,74;62,64;5,78;26,53;47,52;43,89
2019;Doha, Qatar;167,25;135,96;87,83;72,29;58,9;5,69;31,66;66,84;36,03
2019;Calgary, Canada;183,08;131,66;68,61;76,24;68,4;5,23;32,89;25,35;33,09
2019;Edmonton, Canada;172,9;119,88;58,28;78,08;65,23;4,44;30,59;29,8;32,11
2019;Winnipeg, Canada;147,68;107,75;44,61;68,47;60,44;4,91;32,36;39,3;24,67
2019;Yekaterinburg, Russia;96,75;48;51,57;62,74;34,33;11,19;33,24;73,8;21,33
2019;Novosibirsk, Russia;90;46,05;55,05;59,15;32,1;10,84;45,57;72,23;16,14
2019;Regina, Canada;150,64;107,97;44,18;67,16;65,69;4,66;18,15;38,94;14,28
2018-mid;Auckland, New Zealand;174,37;103,52;53,11;74,41;76,63;11,02;39,42;27,42;99,95
2018-mid;Caracas, Venezuela;0;4,18;17,63;38,84;27,82;163,2;42,71;75,7;99,93
2018-mid;Nairobi, Kenya;73,86;30,62;35,2;58,51;41,76;29,31;56,43;76,43;99,79
2018-mid;Medellin, Colombia;118,83;34,02;53,59;75,62;33,82;18,22;38,79;66,11;99,76
2018-mid;Curitiba, Brazil;132,7;38,94;35,97;65,25;38,34;15,19;34,54;35,8;99,6
2018-mid;Sao Paulo, Brazil;79,19;41,16;28,24;54,73;44,16;20,92;51,44;82,87;99,04
2018-mid;Brasilia, Brazil;140,45;63,24;36,77;46,69;44,02;12,5;32,17;32,87;98,97
2018-mid;Belo Horizonte, Brazil;106,22;35,94;32,38;60,01;40,48;17,94;45,96;54,45;98,74
2018-mid;Porto Alegre, Brazil;112,44;48,63;22,83;59,81;40,56;11,13;39,33;60,58;98,68
2018-mid;Lisbon, Portugal;151,15;55,01;67,29;69,11;54,16;16,52;35,86;37,72;98,59
2018-mid;Cape Town, South Africa;144,12;73,59;30,03;72,13;41,58;9,38;45,8;38,25;98,28
2018-mid;Buenos Aires, Argentina;119,73;59,76;37,89;70,17;38,57;17,78;47,8;57,59;98,21
2018-mid;Brisbane, Australia;202,12;134,54;65,75;80,58;70,46;6,93;42,04;21,76;98,07
2018-mid;Montevideo, Uruguay;126,22;50,08;45,03;64,65;58,05;13,8;40,4;52,52;97,87
2018-mid;Wellington, New Zealand;205,48;116,39;69,66;70,3;71,52;6,56;27,8;13,5;97,77
2018-mid;Lima, Peru;86,19;39,34;31,32;55,13;41,47;16,15;43,92;86,32;97,62
2018-mid;San Francisco, CA, United States;171,99;125,95;50,14;71,11;96,88;9,76;44,61;33,89;97,34
2018-mid;Bogota, Colombia;96,36;37,44;38,63;66,39;35,05;21,7;48,34;71,24;97,12
2018-mid;San Diego, CA, United States;198,75;144,91;66,75;73,85;72,29;6;37,82;33,53;97,08
2018-mid;Sydney, Australia;184,26;128,25;62,41;73;79,93;10,26;43,9;29,34;96,95
2018-mid;Porto, Portugal;155,57;59,38;57,59;73,55;50,43;12,34;31,48;38,34;96,87
2018-mid;Izmir, Turkey;147,44;56,87;72,84;72,31;34,03;8,44;38,49;62,7;96,69
2018-mid;Pretoria, South Africa;132,42;83,65;21,26;67,19;45,89;2,89;44,8;60,91;95,83
2018-mid;Barcelona, Spain;141,02;80,46;54,65;73,67;62,15;13,08;32,12;66,78;95,73
2018-mid;Los Angeles, CA, United States;150,53;114,51;51,39;64,81;77,66;7,86;47,46;59,1;95,61
2018-mid;Durban, South Africa;143,4;98,98;20,43;51,24;40,48;3,21;32,03;53,26;95,61
2018-mid;Honolulu, HI, United States;169,25;113,58;57,16;69,74;93,72;8,13;42,43;38,57;95,33
2018-mid;Perth, Australia;195,64;139,93;56,14;77,1;75,09;6,44;39,17;26,21;95,29
2018-mid;Athens, Greece;124,92;52,48;51,26;53,3;60,44;10,47;37,57;59,2;95,22
2018-mid;San Jose, CA, United States;191,52;170,91;53,07;71,1;76,28;5,68;35,36;48,76;95,02
2018-mid;Adelaide, Australia;202,26;127,17;66,46;73,43;72,92;5,01;33,49;20,67;94,86
2018-mid;Beirut, Lebanon;106,74;54,43;52,08;69,53;60,79;14,53;39,45;90,2;94,74
2018-mid;Melbourne, Australia;187,06;131,85;56,17;73,74;74,53;8,63;40,2;27,65;94,06
2018-mid;Tel Aviv-Yafo, Israel;149,46;93,67;61,49;74,71;77,39;20,89;39,59;47,26;93,88
2018-mid;Valencia, Spain;170,41;90,32;56,78;81,26;55,27;7,67;31,78;43,21;93,84
2018-mid;Bursa, Turkey;173,61;57,91;77,04;82,94;33,72;5,94;36,41;37,3;93,39
2018-mid;Istanbul, Turkey;113,67;50,13;50,17;67,63;37,85;12,54;54,05;69,27;93,02
2018-mid;Guadalajara, Mexico;131,74;64,69;45;77,56;31,46;7,93;41,61;70,08;92,83
2018-mid;Rome, Italy;110,21;72,99;45,49;58,36;69,03;20,74;47,1;67,17;92,71
2018-mid;Kathmandu, Nepal;74,4;26,48;65,47;56,48;31,89;29,41;51,52;96,05;92,61
2018-mid;Victoria, Canada;193,5;106,89;66,57;67,5;66,17;7,18;30,34;17,12;92,52
2018-mid;Mexico City, Mexico;91,59;51,4;32,46;64,37;34,18;16,37;51,74;84,11;92,37
2018-mid;Seattle, WA, United States;186,39;140;55,82;71,07;85,51;6,25;43,89;29,7;91,78
2018-mid;Baku, Azerbaijan;104,14;34,29;70,38;37,45;29,41;16,26;35,85;79,63;91,4
2018-mid;Johannesburg, South Africa;137,8;108,84;20,83;61,74;45,51;3,12;43,37;62,93;91,38
2018-mid;Vancouver, Canada;169,82;94,65;63,63;73,46;69,63;16,89;39,93;23,68;91,07
2018-mid;Ankara, Turkey;138,14;64,55;57,24;68,56;34,77;6,18;35,2;70,21;91,02
2018-mid;Sacramento, CA, United States;191,84;145,88;51,52;70,9;75,54;3,5;26,39;39,91;90,64
2018-mid;The Hague (Den Haag), Netherlands;185,34;102,3;70,99;78,68;76,75;6,94;41,5;26,07;90,61
2018-mid;Cork, Ireland;191,14;109,85;70,69;55,68;73,53;4,82;33,83;17,18;90,41
2018-mid;Santiago, Chile;114,16;51,83;49,63;65,08;50,37;15,32;38,67;71,69;90,21
2018-mid;Atlanta, GA, United States;169,21;150,38;33,82;64,37;72,05;2,77;45,74;46,01;89,74
2018-mid;Portland, OR, United States;189,37;126,03;55;68,4;74,17;5,11;31,75;26,02;89,56
2018-mid;Bangalore, India;128,9;96,51;52,44;67,72;26,83;8,01;54;82,66;89,39
2018-mid;Amman, Jordan;114,45;45,41;59,07;65,6;54,72;7,33;47,75;78,6;88,78
2018-mid;Bristol, United Kingdom;179,01;117,2;60,18;71,68;69,58;8;27,71;40,98;88,51
2018-mid;Cairo, Egypt;76,12;26,31;45,27;42,72;25,68;12,78;49,91;94,96;88,45
2018-mid;Thessaloniki, Greece;134,94;49,84;65,8;61,1;57,97;9,53;26,18;65,07;88,39
2018-mid;Paris, France;128,66;95,38;47,98;74,23;84,68;18,51;43,38;65,92;88,34
2018-mid;Milan, Italy;128,01;74,87;55,16;70,8;73,89;17,13;39,38;64,58;88,26
2018-mid;London, United Kingdom;129,77;100,22;50,79;67,62;81,31;20,58;47,05;59,92;88,25
2018-mid;Rotterdam, Netherlands;181,74;111,02;64,2;81,99;74,08;6,54;30,12;41,78;87,89
2018-mid;Amsterdam, Netherlands;176,48;98,88;66,57;71,48;82,14;10,94;29,79;30,06;87,45
2018-mid;Rio de Janeiro, Brazil;68,83;36,57;22,22;43,33;44,12;24,58;53,21;71,64;87,38
2018-mid;Orlando, FL, United States;179,72;130,1;45,4;63,13;70,18;2,7;36,15;32,34;87,24
2018-mid;Manchester, United Kingdom;156,32;107,7;48,9;77,38;69,86;6,71;41,55;55,04;87
2018-mid;Houston, TX, United States;176,47;155,88;40,92;71,98;62,16;2,23;42,29;51,37;86,11
2018-mid;Turin, Italy;132,75;86,7;41,99;68,82;66,68;8,28;30,42;73,48;86,08
2018-mid;Nicosia, Cyprus;147,54;74,05;70,42;50;60,97;7,07;23,22;61,78;86,01
2018-mid;Miami, FL, United States;153,49;89,99;48,03;63,4;75,83;6,1;43;38;85,9
2018-mid;Dublin, Ireland;146,03;89,32;49,66;48,98;80,28;11,04;37,47;37,41;85,89
2018-mid;Varna, Bulgaria;136,42;52,57;67,13;58,47;39,13;9,01;34;60,19;85,45
2018-mid;Antwerp, Belgium;157,44;97,3;63,2;75,52;74,88;6,06;37,69;59,05;85,42
2018-mid;Eindhoven, Netherlands;208,44;121,84;74,75;84,01;72,82;5,08;27,11;20,74;85,38
2018-mid;Madrid, Spain;152,76;91,36;58,33;79,14;60,12;11,1;37,1;56,05;85,29
2018-mid;Tokyo, Japan;176,46;113,09;83,95;80,55;84,78;12,97;40,3;44,69;85,26
2018-mid;Leeds, United Kingdom;175,56;119,62;58,39;82,14;68,26;6,74;36,6;46,11;84,82
2018-mid;Glasgow, United Kingdom;186,32;121,47;54,93;84,47;66,5;5,49;37,76;31,13;84,78
2018-mid;Frankfurt, Germany;177,26;132,91;54,77;72,06;71,64;9,98;27,48;44,2;84,72
2018-mid;Tampa, FL, United States;193,27;140,97;51,19;73,17;68,61;2,88;36,23;27,52;84,67
2018-mid;Taipei, Taiwan;162,15;95,59;80,14;83,95;65,75;21,08;33,26;50,38;84,42
2018-mid;Belgrade, Serbia;115,98;41,02;62,41;56,46;40,1;21,21;32,8;61;84,21
2018-mid;Tbilisi, Georgia;119,47;39,57;80,08;52,3;30,22;12,21;36,95;77,52;84,2
2018-mid;Novi Sad, Serbia;135,84;50,21;54,27;48,63;35,36;15,72;19,06;45,07;84,02
2018-mid;Edinburgh, United Kingdom;192,53;110,16;67,3;79,47;70,73;8,18;27,5;23,96;84,01
2018-mid;Raleigh, NC, United States;220,64;155,96;74,13;78,21;69,18;2,74;32,28;18,39;83,88
2018-mid;Brussels, Belgium;149,79;100,24;48,28;78,53;75,69;7,22;34,35;62,77;83,85
2018-mid;Copenhagen, Denmark;196,45;114,05;77,24;77,13;87,91;8,32;30,49;21,3;83,74
2018-mid;Hong Kong, Hong Kong;104,48;76,49;78,03;66,84;74,73;46,89;40,27;67,87;83,64
2018-mid;Shanghai, China;75,29;72,16;46,33;60,45;50,41;44;48,29;83,4;83,64
2018-mid;Berlin, Germany;169,51;112,36;59,38;70,73;67,75;10,38;31,76;42,23;83,35
2018-mid;Luxembourg, Luxembourg;193,3;120,25;72,75;77,09;86,85;10,73;34,79;19,18;82,75
2018-mid;Hamburg, Germany;178,05;113,28;50,85;80,2;72,15;9,76;31,41;29,51;82,75
2018-mid;Canberra, Australia;227,11;153,77;78,92;80,15;69,88;5,78;23;13,83;82,72
2018-mid;Dallas, TX, United States;188,97;153,42;54,78;65,44;64,32;2,58;37,02;38,95;82,58
2018-mid;Austin, TX, United States;193,35;151,25;65,1;71,14;70,49;3,92;38,24;38,12;82,04
2018-mid;Geneva, Switzerland;189,95;133,47;72,89;70,23;118,33;10,4;23,96;31,6;81,89
2018-mid;Zagreb, Croatia;159,12;66,88;74,56;63,19;52,2;11,42;34,83;35,09;81,82
2018-mid;Washington, DC, United States;167,5;131,53;42,98;69,58;88,5;5,17;43,18;39,05;81,62
2018-mid;Bratislava, Slovakia;152,8;71,93;69,19;61,79;48,64;12,82;31,02;43,94;81,61
2018-mid;Zurich, Switzerland;203,17;142,39;81,18;74,5;128,65;10,22;34,61;16,42;81,48
2018-mid;Baltimore, MD, United States;166,36;127,77;28,58;80,71;73,85;2,48;37,19;44,92;81,24
2018-mid;San Antonio, TX, United States;194,13;150,96;57,7;69,69;58,12;2,16;27,74;42,3;81,17
2018-mid;Prague, Czech Republic;161,35;77,71;73,27;72,56;48,02;17,06;33,8;35,25;80,62
2018-mid;Stuttgart, Germany;185,05;130,11;72,77;71,4;67,46;9,12;31,11;41,08;80,59
2018-mid;Timisoara, Romania;145,37;55,46;77,58;63,3;38,19;11,76;27,55;57,59;80,5
2018-mid;Monterrey, Mexico;134,6;79,87;49,5;60,81;34,12;5,75;35,33;69,58;80,37
2018-mid;Vienna, Austria;192,38;104,56;76,69;78,48;70,86;13,32;25,63;19,1;80,35
2018-mid;New York, NY, United States;138,2;100;55,51;65,2;100;11,93;43,36;57,87;79,65
2018-mid;Hanoi, Vietnam;88,4;44,08;54,31;48,48;38,34;19,8;35,17;91,35;79,04
2018-mid;Wroclaw, Poland;141,13;76,7;60,91;61,59;40;9,14;33,39;61,41;78,39
2018-mid;Budapest, Hungary;125,95;57,49;63,57;46,15;43,74;14,5;37,74;53,51;78,37
2018-mid;Sarajevo, Bosnia And Herzegovina;111,49;49,7;48,66;53,11;39,25;13;29,75;72,34;78,18
2018-mid;Coimbatore, India;124,44;56,46;61,1;70,03;22,38;11,41;52,47;64,28;78,1
2018-mid;Philadelphia, PA, United States;153,07;109,34;42,04;73,25;79,25;3,53;44,9;49,61;77,98
2018-mid;Gothenburg, Sweden;190,45;122,33;55,77;70,57;69,77;9,9;21,9;18,9;77,49
2018-mid;Brno, Czech Republic;162,67;75,09;72,77;75,91;44,59;12,63;25,87;44,77;77,25
2018-mid;Ljubljana, Slovenia;170,54;78,01;75,67;65,37;56,34;12,94;29,05;25,9;77,14
2018-mid;Skopje, Macedonia;104,38;41,45;55,79;58,94;34,68;14,81;32,09;82,17;76,3
2018-mid;Munich, Germany;190,41;114,57;82,57;81,99;73,79;16,54;34,79;20,27;75,98
2018-mid;Bucharest, Romania;120,96;58,57;71,51;54,02;40,39;10,87;42,59;73,24;75,61
2018-mid;Riga, Latvia;140,85;56,56;61,92;56,13;50,82;10,77;35,18;39,97;74,7
2018-mid;Sofia, Bulgaria;125,87;61,94;55,19;54,23;40,36;9,49;32,25;65,14;74,65
2018-mid;Warsaw, Poland;142,86;76,34;68,11;62,12;42,32;11,98;37,77;54,53;74,61
2018-mid;Cluj-Napoca, Romania;152,23;56,94;77,61;63,85;38,13;13,22;29,69;41,69;74,35
2018-mid;Pune, India;130,23;86,55;61,32;66,3;27,41;10,09;44,45;76,93;74,32
2018-mid;Saint Louis, MO, United States;184,26;149,05;33,95;78,69;69,02;2,15;28,48;37,87;74,17
2018-mid;Hyderabad, India;128,85;78;62,51;67,45;23,59;7,03;45,67;79,49;73,91
2018-mid;Krakow (Cracow), Poland;132,93;70,68;65,6;63,84;39,53;12;29,66;71,09;73,52
2018-mid;Cincinnati, OH, United States;185,57;137,31;52,66;70,35;62,65;2,16;32,19;35,57;73,24
2018-mid;Iasi, Romania;138,04;53,7;74,1;60,81;36,54;11,19;29,44;59,4;73,04
2018-mid;Tucson, AZ, United States;178,4;122,68;48,51;60,38;63,35;2,65;32,35;27,22;72,66
2018-mid;Gdansk, Poland;158,89;76,2;55,02;59,33;42,82;10,07;27,79;27,89;71,99
2018-mid;Karachi, Pakistan;81,92;36,66;41,21;57,16;23,9;14,86;43;92,17;71,96
2018-mid;Boston, MA, United States;182,34;124,57;67,68;76,46;80,46;8,85;44,58;24,94;71,73
2018-mid;Mumbai, India;85,99;67,69;56,08;66,82;29,03;30,99;58,22;85,03;71,48
2018-mid;Columbus, OH, United States;195,56;128,77;57,03;73,23;66,9;2,48;25,81;23,16;71,29
2018-mid;Dhaka, Bangladesh;60,23;41,15;32,75;38,84;31,57;13,06;63,94;95,57;71,29
2018-mid;Tehran, Iran;81,67;40,89;46,15;52,64;34,19;15,12;54,73;84,87;70,99
2018-mid;Kiev, Ukraine;101,84;39,37;51,22;53,17;29,42;15,59;41,08;67,55;69,95
2018-mid;Indianapolis, IN, United States;168,36;109,93;47,61;70,55;70,79;2,04;31,79;38,9;69,92
2018-mid;Stockholm, Sweden;169,88;115,83;52,61;66,01;77,23;14,2;38,77;16,62;69,67
2018-mid;Lviv, Ukraine;109,67;30,39;59,65;54,1;27,24;17,21;39,68;56,08;69,61
2018-mid;Seoul, South Korea;152,61;102,63;62,83;84,41;81,96;17,79;39,66;45,9;68,39
2018-mid;Reykjavik, Iceland;183,46;94,21;78,09;65,13;112,57;6,7;27,46;15,57;68,26
2018-mid;Mangalore, India;180,44;79,58;75,88;78,28;22,4;6,68;34,43;25,55;67,56
2018-mid;Lahore, Pakistan;94,89;39,75;56,59;63,64;25,83;18,96;46,73;78,58;67,56
2018-mid;Albuquerque, NM, United States;180,68;128,27;32,41;70,83;64,32;2,7;27,79;21,97;67,51
2018-mid;Panama City, Panama;112,82;43,49;54,06;59,25;54,91;11,48;36,21;64,09;67,49
2018-mid;Muscat, Oman;169,6;94,38;73;59,02;51,04;7,09;21,44;41,62;67,22
2018-mid;Vilnius, Lithuania;158,72;61,08;70,71;68,19;48,31;13,3;28,97;26,9;66,59
2018-mid;Salt Lake City, UT, United States;180,8;150,76;74,8;70,56;62,94;3,66;36,03;59,01;66,52
2018-mid;Tallinn, Estonia;172,32;74,16;80,06;70,21;55,23;10,31;32,94;22,86;66,24
2018-mid;Jeddah (Jiddah), Saudi Arabia;143,05;117,3;52,98;58,09;49,99;2,99;36,11;74,41;66,17
2018-mid;Chicago, IL, United States;160,8;133,7;34,77;66,24;77,33;3,71;43,34;38,23;66,11
2018-mid;Detroit, MI, United States;134,2;97,41;28,81;61,9;62,77;1,63;42,96;54,82;66,03
2018-mid;Toronto, Canada;158,29;99,45;65,1;73,53;70,19;12,09;42,88;37,04;65,35
2018-mid;Minsk, Belarus;140,51;46,29;74,36;58,5;34,07;14,02;29,61;41,71;64,33
2018-mid;Kharkiv, Ukraine;107,11;31,62;53,71;45,7;26,71;14,07;35,77;56,05;63,99
2018-mid;Ho Chi Minh City, Vietnam;72,29;30,36;43,23;56,96;37,82;22,43;33,15;93,92;63,44
2018-mid;Yerevan, Armenia;120,76;33,43;74,57;49,54;33,16;14,47;27,96;58,61;63,39
2018-mid;Jakarta, Indonesia;69,68;28,95;46,06;60,64;41,6;22,54;58,09;81,81;63,3
2018-mid;Helsinki, Finland;185,56;108,83;77,65;74,09;80,6;12,22;36,18;13,49;62,79
2018-mid;Mississauga, Canada;175,82;112,72;54,83;72,6;65,08;7,84;34,13;22,27;61,62
2018-mid;Hamilton, Canada;166,97;127,16;54,11;81,17;60,75;6,56;35,85;49,81;61,06
2018-mid;Saint Petersburg, Russia;111,25;57,01;59,03;59,04;39,25;13,66;48,61;64,47;60,54
2018-mid;Manila, Philippines;68,87;40,04;41,35;63,14;37,95;19;58,33;91,76;60,2
2018-mid;Oslo, Norway;165,96;104,3;59,06;74,94;107,14;11,14;35,65;23,36;59,99
2018-mid;Kolkata, India;93,76;60,41;49,9;55,3;24,8;11,39;62,8;78,22;59,85
2018-mid;Kelowna, Canada;172,93;108,98;54,58;69,73;66,6;5,6;34,45;24,36;59,65
2018-mid;Gurgaon, India;121,53;113,89;37,08;73,18;30,71;7,59;40,46;91,21;59,58
2018-mid;Las Vegas, NV, United States;160,76;144,4;44,61;53,24;66,98;2,67;33,67;51,34;59,47
2018-mid;Colombo, Sri Lanka;87,04;27,54;60,97;71,25;36;31,21;59,47;57,18;59,11
2018-mid;Halifax, Canada;172,91;99,86;59,37;71,35;70,88;5,87;30,15;25,33;58,99
2018-mid;Delhi, India;90,77;77,75;41,15;66,45;28,67;15,07;56,69;91,25;58,9
